current_temperature,target_temperature,humidity,heater_speed
27.67,26.0,49.78,0.0
18.03,26.0,51.2,60.66
23.51,26.0,51.62,24.24
26.2,26.0,64.11,0.0
18.31,26.0,69.3,64.39
17.11,26.0,52.06,70.88
21.74,26.0,73.5,33.57
21.3,26.0,56.24,40.49
18.55,26.0,57.46,53.54
21.63,26.0,53.94,29.88
26.97,26.0,76.41,0.0
19.48,26.0,83.39,48.98
15.15,26.0,64.7,79.67
18.04,26.0,46.68,67.09
18.31,26.0,55.42,66.16
14.1,26.0,51.32,91.37
14.61,26.0,78.71,88.39
22.95,26.0,48.39,30.03
17.43,26.0,83.66,64.48
27.28,26.0,68.54,1.08
15.9,26.0,65.71,71.17
13.58,26.0,78.89,91.14
24.06,26.0,46.1,10.82
26.1,26.0,76.09,0.33
16.45,26.0,49.66,74.54
15.23,26.0,78.63,75.05
14.97,26.0,66.17,79.87
20.35,26.0,47.45,54.29
19.49,26.0,78.33,54.6
16.15,26.0,46.09,74.56
12.72,26.0,50.53,96.72
19.7,26.0,76.91,45.02
27.35,26.0,63.59,1.52
22.44,26.0,80.26,29.4
19.93,26.0,70.42,41.75
13.77,26.0,69.94,88.61
16.04,26.0,56.69,77.66
16.72,26.0,50.35,75.96
24.24,26.0,83.45,16.29
26.03,26.0,49.19,0.45
26.43,26.0,66.16,0.0
27.75,26.0,55.9,0.0
27.72,26.0,55.57,2.33
27.25,26.0,68.78,0.0
13.15,26.0,76.92,93.18
14.2,26.0,76.09,79.43
16.87,26.0,79.75,65.86
20.85,26.0,56.72,39.24
13.55,26.0,63.63,88.63
25.53,26.0,45.37,10.15
21.87,26.0,74.87,32.6
20.68,26.0,57.09,47.16
14.64,26.0,67.46,88.59
16.05,26.0,51.77,76.68
14.56,26.0,77.78,85.52
25.63,26.0,77.69,6.29
21.35,26.0,80.1,38.43
23.76,26.0,46.84,24.44
16.74,26.0,84.7,74.06
17.94,26.0,54.91,61.57
18.48,26.0,57.38,56.52
24.16,26.0,54.97,14.61
24.36,26.0,55.7,19.96
15.31,26.0,67.11,83.13
27.06,26.0,54.59,0.81
13.93,26.0,60.75,81.42
26.34,26.0,71.22,0.0
13.61,26.0,78.44,89.65
16.23,26.0,72.71,72.27
25.54,26.0,68.77,6.04
14.87,26.0,50.91,82.76
18.62,26.0,77.64,60.13
19.2,26.0,46.49,57.35
15.92,26.0,55.57,79.09
23.36,26.0,47.28,25.6
25.62,26.0,71.7,6.42
25.99,26.0,59.73,1.76
17.43,26.0,71.08,61.85
20.49,26.0,58.88,47.1
15.97,26.0,63.23,78.33
15.92,26.0,63.32,79.95
14.58,26.0,46.82,88.62
27.04,26.0,62.21,0.0
26.21,26.0,70.64,0.0
24.44,26.0,66.84,13.93
20.28,26.0,48.01,48.96
19.85,26.0,71.72,48.6
20.48,26.0,57.35,42.12
20.59,26.0,45.58,42.38
18.95,26.0,51.22,49.99
14.11,26.0,64.9,76.15
14.01,26.0,57.42,88.52
27.24,26.0,72.78,0.0
19.71,26.0,54.63,57.98
27.25,26.0,75.91,0.0
14.62,26.0,56.46,85.83
20.87,26.0,69.83,37.06
15.32,26.0,76.97,72.93
16.05,26.0,60.42,71.29
12.48,26.0,46.87,99.8
13.9,26.0,66.42,87.43
26.67,26.0,84.82,0.79
17.14,26.0,83.76,67.53
21.73,26.0,53.84,36.08
19.44,26.0,75.23,51.55
18.41,26.0,58.8,56.36
20.51,26.0,51.41,41.65
15.0,26.0,71.64,75.16
27.82,26.0,65.03,0.0
25.09,26.0,66.57,8.55
23.87,26.0,78.1,13.13
19.5,26.0,58.46,52.55
14.45,26.0,71.68,79.43
26.73,26.0,59.65,0.0
17.46,26.0,46.71,66.06
12.8,26.0,60.12,98.42
17.48,26.0,83.0,67.02
24.71,26.0,64.33,9.84
21.96,26.0,49.33,36.1
24.01,26.0,72.51,20.67
24.7,26.0,83.54,13.19
15.39,26.0,81.32,77.68
26.78,26.0,67.88,0.9
19.01,26.0,60.05,57.91
22.22,26.0,68.23,30.91
12.04,26.0,77.64,98.48
27.89,26.0,79.45,0.0
16.49,26.0,77.75,72.46
12.99,26.0,63.22,95.49
19.33,26.0,49.75,57.1
14.06,26.0,67.77,89.24
14.44,26.0,51.26,92.57
22.12,26.0,47.44,34.68
18.29,26.0,64.95,60.83
26.75,26.0,71.21,0.0
17.11,26.0,79.17,64.36
23.62,26.0,76.31,17.01
19.38,26.0,79.29,53.14
22.56,26.0,75.4,28.98
21.6,26.0,73.13,32.59
19.56,26.0,45.41,55.43
27.2,26.0,70.04,1.23
17.48,26.0,49.82,61.83
14.84,26.0,47.35,88.99
22.85,26.0,51.26,20.04
25.54,26.0,77.93,3.98
12.64,26.0,74.75,100.0
19.19,26.0,82.95,51.07
26.28,26.0,84.16,0.64
23.99,26.0,80.73,21.24
27.87,26.0,50.32,0.0
20.5,26.0,80.14,44.06
22.56,26.0,78.55,29.73
16.84,26.0,79.84,74.18
27.16,26.0,51.07,1.24
17.86,26.0,49.67,63.66
23.82,26.0,81.95,16.66
18.45,26.0,51.95,57.08
20.99,26.0,59.74,46.14
23.52,26.0,63.24,23.17
20.14,26.0,49.98,47.17
26.51,26.0,45.83,0.35
18.71,26.0,84.76,53.19
22.35,26.0,80.07,29.25
17.48,26.0,81.49,58.99
18.53,26.0,56.38,58.73
19.04,26.0,53.8,55.18
14.01,26.0,62.03,85.51
13.47,26.0,63.13,91.9
22.68,26.0,45.22,31.43
22.49,26.0,76.17,28.23
22.61,26.0,84.87,28.28
12.32,26.0,66.15,100.0
17.22,26.0,60.53,75.25
15.16,26.0,60.71,77.43
24.45,26.0,48.84,12.7
25.77,26.0,55.65,0.0
15.95,26.0,65.09,79.15
22.69,26.0,62.27,28.15
14.07,26.0,66.8,87.81
16.4,26.0,78.96,77.51
14.22,26.0,54.01,88.22
16.54,26.0,46.11,76.87
22.8,26.0,46.53,31.43
26.57,26.0,50.37,0.21
15.24,26.0,67.82,83.21
20.67,26.0,77.33,39.92
23.22,26.0,80.47,29.2
27.25,26.0,70.4,0.56
21.76,26.0,61.13,34.83
16.08,26.0,51.18,72.86
22.01,26.0,61.06,31.46
17.13,26.0,58.3,67.28
27.62,26.0,79.8,0.85
18.39,26.0,64.47,58.78
22.97,26.0,54.05,26.07
12.37,26.0,56.55,100.0
18.4,26.0,50.46,62.7
26.0,26.0,81.74,0.0
21.76,26.0,47.01,35.9
19.1,26.0,45.51,56.1
26.97,26.0,52.32,0.92
25.66,26.0,77.43,1.22
17.16,26.0,65.94,65.03
20.71,26.0,70.03,39.32
19.84,26.0,59.31,45.17
22.12,26.0,47.75,35.87
17.35,26.0,79.25,65.26
15.91,26.0,52.68,82.07
26.6,26.0,46.32,0.12
26.78,26.0,67.91,0.0
25.49,26.0,48.33,5.9
27.65,26.0,48.83,0.22
23.92,26.0,77.02,14.75
24.23,26.0,64.66,19.65
24.2,26.0,54.66,18.25
19.69,26.0,58.95,53.69
19.3,26.0,74.17,48.46
15.84,26.0,47.65,80.0
22.32,26.0,49.66,33.84
16.63,26.0,69.65,70.91
16.12,26.0,69.28,71.3
21.38,26.0,83.9,41.69
18.56,26.0,59.98,66.19
15.5,26.0,47.6,77.13
25.06,26.0,66.5,12.59
25.77,26.0,70.53,0.0
14.68,26.0,50.58,88.2
12.12,26.0,67.11,92.3
17.38,26.0,52.91,65.99
24.76,26.0,78.79,7.79
25.43,26.0,78.41,5.68
14.21,26.0,62.19,89.81
24.39,26.0,83.67,8.82
13.85,26.0,84.19,83.98
18.24,26.0,50.17,60.55
27.98,26.0,59.71,0.77
15.08,26.0,69.01,81.81
14.46,26.0,48.39,83.53
18.76,26.0,60.31,55.95
21.91,26.0,55.45,41.22
26.93,26.0,83.08,0.7
27.69,26.0,61.46,0.0
13.11,26.0,75.51,90.3
14.21,26.0,60.47,86.39
24.65,26.0,50.27,12.2
16.33,26.0,79.53,64.91
26.16,26.0,45.02,1.42
22.62,26.0,47.24,35.84
13.79,26.0,59.58,88.66
25.32,26.0,72.48,7.17
14.82,26.0,58.67,84.12
18.78,26.0,47.65,66.72
20.83,26.0,57.71,43.5
20.01,26.0,54.8,53.4
22.98,26.0,45.22,26.14
22.44,26.0,66.39,30.21
27.87,26.0,49.67,0.01
27.99,26.0,56.5,0.19
20.26,26.0,70.65,45.6
13.52,26.0,74.0,92.15
23.65,26.0,55.54,19.59
27.63,26.0,58.17,0.77
17.09,26.0,54.88,71.94
19.38,26.0,83.28,48.09
18.8,26.0,52.62,62.09
12.82,26.0,52.33,97.64
22.76,26.0,62.8,28.4
17.65,26.0,52.57,59.0
24.6,26.0,51.27,13.21
25.31,26.0,48.84,9.25
25.14,26.0,70.61,15.34
18.67,26.0,69.48,59.19
17.14,26.0,71.01,70.88
23.98,26.0,75.93,14.63
24.82,26.0,58.05,11.92
19.86,26.0,81.74,52.24
26.29,26.0,74.33,0.99
14.3,26.0,77.19,87.12
26.07,26.0,73.84,0.8
13.54,26.0,59.34,92.57
14.46,26.0,56.32,85.2
20.54,26.0,61.9,41.73
13.08,26.0,48.88,100.0
12.84,26.0,63.05,97.43
12.01,26.0,46.73,100.0
18.98,26.0,45.16,56.37
24.39,26.0,82.26,15.46
12.56,26.0,72.57,95.72
22.44,26.0,67.47,32.5
25.17,26.0,58.64,11.74
14.69,26.0,67.82,80.22
14.35,26.0,80.66,77.73
25.77,26.0,71.1,3.27
25.17,26.0,69.1,2.87
20.62,26.0,63.41,43.34
25.11,26.0,58.83,7.97
13.48,26.0,72.94,91.19
18.31,26.0,84.24,64.71
23.8,26.0,61.99,14.02
16.12,26.0,60.69,82.97
24.04,26.0,62.12,18.12
20.07,26.0,62.02,49.71
24.0,26.0,84.62,13.39
19.43,26.0,73.27,55.15
17.89,26.0,59.37,63.75
15.51,26.0,59.86,78.85
15.33,26.0,62.23,73.02
24.02,26.0,46.47,19.89
13.9,26.0,66.11,91.09
13.38,26.0,77.46,88.48
14.82,26.0,71.42,85.64
14.81,26.0,52.94,88.65
25.17,26.0,74.12,6.65
18.38,26.0,73.78,64.19
27.85,26.0,55.5,0.75
14.2,26.0,69.91,85.83
22.46,26.0,69.44,31.17
19.18,26.0,78.59,53.03
18.29,26.0,50.44,52.8
26.0,26.0,52.79,0.0
27.61,26.0,64.44,0.45
25.97,26.0,46.77,6.32
15.08,26.0,61.62,87.08
15.53,26.0,76.53,79.28
22.5,26.0,50.95,30.83
16.63,26.0,63.4,67.81
23.76,26.0,84.59,17.97
21.06,26.0,65.24,48.01
20.81,26.0,64.93,40.57
25.26,26.0,67.35,0.0
23.37,26.0,52.44,28.36
12.43,26.0,50.89,100.0
12.79,26.0,72.09,99.63
21.62,26.0,60.83,41.15
19.78,26.0,56.6,55.23
16.16,26.0,46.26,77.05
18.7,26.0,78.84,48.64
24.13,26.0,46.29,18.87
25.23,26.0,75.0,10.54
20.98,26.0,60.28,41.74
18.17,26.0,68.95,59.93
16.33,26.0,54.91,71.11
20.35,26.0,51.22,44.01
17.04,26.0,66.34,74.71
21.03,26.0,72.82,47.41
22.83,26.0,52.82,29.0
13.06,26.0,62.45,95.01
12.02,26.0,62.79,96.91
15.4,26.0,53.64,83.01
26.31,26.0,67.6,1.43
22.34,26.0,50.84,27.52
14.75,26.0,65.39,84.59
26.24,26.0,49.54,0.0
19.52,26.0,64.42,53.87
19.62,26.0,57.46,57.81
26.97,26.0,63.09,0.86
12.95,26.0,62.35,93.87
15.44,26.0,81.32,78.46
21.37,26.0,64.6,39.35
15.13,26.0,77.74,76.39
22.87,26.0,54.03,29.53
15.43,26.0,59.08,82.06
13.59,26.0,48.0,94.11
15.31,26.0,61.83,76.92
18.76,26.0,71.75,54.67
14.82,26.0,78.53,78.78
14.16,26.0,67.64,83.35
25.76,26.0,70.6,4.17
17.13,26.0,52.09,71.09
17.77,26.0,46.49,69.43
12.88,26.0,76.67,89.4
17.72,26.0,51.68,63.69
16.24,26.0,48.65,81.46
21.77,26.0,82.5,34.33
15.29,26.0,83.54,76.81
26.21,26.0,69.65,0.07
26.87,26.0,60.15,0.0
13.6,26.0,78.33,91.91
13.72,26.0,53.19,95.48
13.85,26.0,62.18,89.27
21.91,26.0,59.28,32.46
13.95,26.0,81.51,91.85
25.64,26.0,81.79,7.32
24.07,26.0,71.04,16.75
25.12,26.0,49.43,14.83
20.42,26.0,64.29,43.97
27.95,26.0,54.81,1.93
12.71,26.0,80.4,97.92
18.42,26.0,50.54,57.85
17.18,26.0,47.17,71.94
27.18,26.0,73.18,0.44
21.23,26.0,63.13,49.35
24.9,26.0,78.53,8.61
14.73,26.0,47.99,91.04
27.66,26.0,77.04,0.0
19.98,26.0,46.49,46.28
19.9,26.0,46.12,50.81
27.53,26.0,63.45,1.23
18.09,26.0,53.85,59.21
18.36,26.0,68.75,60.4
21.36,26.0,46.03,43.98
14.05,26.0,46.42,91.5
17.14,26.0,74.09,64.67
15.09,26.0,53.41,82.25
13.65,26.0,71.26,88.73
25.86,26.0,75.0,2.74
21.43,26.0,47.37,43.86
17.74,26.0,75.79,63.44
18.54,26.0,55.74,54.75
18.9,26.0,60.58,54.65
22.13,26.0,48.47,35.21
26.83,26.0,78.55,0.0
26.92,26.0,67.43,0.0
18.26,26.0,65.19,66.59
17.27,26.0,83.74,64.89
19.22,26.0,58.38,57.4
21.09,26.0,80.63,34.69
19.39,26.0,73.79,53.42
22.54,26.0,82.14,25.67
20.87,26.0,81.31,40.99
17.13,26.0,84.64,75.78
17.53,26.0,50.27,68.21
18.06,26.0,76.84,57.28
13.51,26.0,77.18,89.95
14.66,26.0,70.77,80.84
23.57,26.0,56.15,19.61
18.23,26.0,83.61,65.76
15.43,26.0,53.18,84.33
21.0,26.0,64.98,42.87
24.09,26.0,65.86,17.0
16.12,26.0,51.47,75.29
25.23,26.0,73.9,13.76
26.84,26.0,48.55,0.34
21.56,26.0,72.72,26.32
22.7,26.0,78.94,36.91
12.84,26.0,58.98,96.65
27.13,26.0,73.38,0.0
18.28,26.0,51.27,65.75
26.78,26.0,78.84,0.0
21.26,26.0,83.08,40.98
12.07,26.0,51.11,100.0
12.62,26.0,72.67,90.46
22.89,26.0,65.23,28.83
21.0,26.0,66.26,46.57
12.42,26.0,73.26,93.54
23.9,26.0,64.55,17.45
25.63,26.0,69.01,8.75
19.94,26.0,54.24,48.52
19.45,26.0,60.14,51.49
12.09,26.0,79.61,95.26
24.59,26.0,49.4,14.46
17.29,26.0,68.9,60.77
26.06,26.0,52.37,0.0
17.97,26.0,78.86,61.43
21.04,26.0,68.16,41.91
16.33,26.0,61.12,77.66
14.57,26.0,54.99,92.29
24.4,26.0,62.47,21.21
19.95,26.0,83.3,50.45
20.58,26.0,65.37,44.06
27.45,26.0,63.78,0.23
27.42,26.0,74.85,0.0
25.69,26.0,60.16,6.01
15.0,26.0,62.1,84.8
21.51,26.0,58.48,40.73
26.05,26.0,51.04,0.0
17.99,26.0,73.55,63.89
13.62,26.0,79.92,91.81
24.98,26.0,81.22,13.56
19.71,26.0,80.23,49.01
21.03,26.0,63.07,38.71
27.71,26.0,56.36,0.92
21.72,26.0,70.52,33.76
18.8,26.0,83.19,55.66
17.92,26.0,74.08,63.36
18.68,26.0,64.79,52.69
13.89,26.0,72.55,85.28
24.72,26.0,75.9,13.69
25.4,26.0,81.77,3.46
16.55,26.0,75.53,71.61
16.86,26.0,62.33,68.89
25.99,26.0,55.94,0.0
12.38,26.0,65.0,97.85
20.33,26.0,58.13,48.41
19.42,26.0,82.71,47.81
23.04,26.0,65.32,25.81
14.61,26.0,63.88,85.71
22.69,26.0,58.93,27.02
18.03,26.0,70.58,55.47
21.9,26.0,65.8,29.78
12.64,26.0,50.16,97.48
19.39,26.0,79.77,46.68
20.36,26.0,59.36,45.5
15.43,26.0,62.3,85.01
14.23,26.0,53.23,83.47
15.02,26.0,67.14,80.03
17.51,26.0,73.08,71.8
13.55,26.0,80.25,89.18
27.16,26.0,47.06,0.0
18.48,26.0,83.93,56.18
24.94,26.0,73.15,12.44
27.59,26.0,56.37,0.0
13.29,26.0,53.18,92.42
22.43,26.0,56.84,29.18
25.94,26.0,80.03,0.0
22.15,26.0,56.66,34.31
18.86,26.0,63.51,51.64
18.9,26.0,73.23,53.62
12.57,26.0,79.88,90.45
20.55,26.0,71.34,48.01
27.9,26.0,75.12,1.07
27.34,26.0,51.93,1.45
12.65,26.0,80.1,87.55
23.29,26.0,56.03,25.65
16.83,26.0,50.14,67.67
26.45,26.0,84.05,0.0
12.72,26.0,53.07,100.0
26.97,26.0,50.47,0.5
25.4,26.0,70.04,6.36
13.88,26.0,57.75,100.0
12.96,26.0,50.33,93.72
25.36,26.0,69.04,11.33
14.49,26.0,75.36,77.53
20.56,26.0,76.73,42.88
26.65,26.0,51.22,0.0
21.08,26.0,67.27,41.83
18.36,26.0,77.55,58.49
19.12,26.0,51.44,55.07
13.01,26.0,53.31,99.85
27.5,26.0,45.1,1.07
16.97,26.0,65.99,69.89
15.03,26.0,52.79,86.14
16.58,26.0,73.97,64.95
27.43,26.0,83.49,0.43
13.51,26.0,53.35,93.07
25.88,26.0,70.96,3.97
23.33,26.0,53.47,30.03
25.28,26.0,45.72,7.58
27.61,26.0,75.34,0.0
25.47,26.0,62.36,3.12
27.09,26.0,82.87,0.0
14.03,26.0,66.37,86.25
24.73,26.0,51.3,12.38
20.73,26.0,62.99,43.43
20.7,26.0,53.12,46.8
26.38,26.0,80.12,0.0
27.55,26.0,72.64,0.0
23.28,26.0,58.65,26.69
19.73,26.0,66.11,39.84
19.3,26.0,71.78,50.6
18.18,26.0,76.31,55.54
17.79,26.0,48.21,69.91
18.26,26.0,45.9,61.16
13.44,26.0,49.58,92.06
13.24,26.0,60.8,93.03
24.48,26.0,63.67,13.12
19.14,26.0,50.46,54.73
26.89,26.0,61.45,1.22
21.8,26.0,62.66,34.66
12.56,26.0,49.36,98.09
14.52,26.0,81.67,78.12
15.29,26.0,68.97,74.95
27.61,26.0,60.54,0.0
15.5,26.0,65.28,79.34
20.25,26.0,57.57,42.62
26.98,26.0,79.17,0.0
27.64,26.0,68.0,1.02
15.78,26.0,64.8,79.96
12.79,26.0,81.44,93.13
14.46,26.0,78.52,84.8
13.01,26.0,77.51,99.11
15.12,26.0,54.02,81.41
21.1,26.0,51.12,38.47
26.6,26.0,72.6,0.0
20.6,26.0,63.75,50.78
22.02,26.0,72.35,40.05
15.23,26.0,75.43,75.11
24.81,26.0,56.81,9.96
21.88,26.0,56.39,34.8
25.83,26.0,64.63,6.68
27.18,26.0,55.94,0.51
17.57,26.0,71.69,57.25
13.45,26.0,74.87,96.92
15.61,26.0,63.88,78.85
19.01,26.0,73.95,56.04
27.13,26.0,65.42,1.78
18.05,26.0,73.51,62.37
24.33,26.0,54.0,11.45
20.65,26.0,74.55,40.38
14.92,26.0,73.6,80.9
17.13,26.0,55.66,61.15
22.45,26.0,67.24,29.95
22.77,26.0,79.21,26.69
18.96,26.0,54.98,55.83
15.66,26.0,74.44,73.91
23.55,26.0,83.16,18.41
14.7,26.0,79.65,74.52
26.99,26.0,61.06,1.25
15.01,26.0,69.29,79.68
13.72,26.0,84.67,81.14
19.96,26.0,67.74,48.88
20.31,26.0,49.6,46.9
20.13,26.0,46.82,47.88
18.99,26.0,76.61,46.73
27.92,26.0,61.95,0.0
19.78,26.0,54.87,46.88
19.65,26.0,58.91,51.93
18.75,26.0,75.29,53.16
13.07,26.0,63.61,92.37
21.49,26.0,79.74,41.11
15.65,26.0,74.4,77.78
22.2,26.0,83.96,35.7
12.81,26.0,80.54,93.24
27.7,26.0,55.18,2.66
19.5,26.0,71.36,45.17
26.35,26.0,45.82,0.0
19.61,26.0,84.64,48.54
12.97,26.0,55.44,100.0
25.16,26.0,71.59,7.3
22.37,26.0,78.97,31.78
24.51,26.0,51.42,16.1
18.85,26.0,78.92,58.96
22.21,26.0,45.49,33.77
25.7,26.0,62.68,6.73
22.1,26.0,63.88,27.87
17.56,26.0,59.96,60.03
22.6,26.0,68.46,21.83
22.75,26.0,81.59,30.69
27.37,26.0,58.08,2.42
17.93,26.0,68.17,65.32
18.8,26.0,80.1,52.73
24.99,26.0,75.92,8.46
20.09,26.0,46.63,49.37
23.79,26.0,82.71,25.17
19.36,26.0,46.87,60.93
15.45,26.0,68.55,80.86
23.92,26.0,68.01,20.79
14.1,26.0,76.46,89.79
15.18,26.0,50.94,81.71
22.03,26.0,52.17,33.77
23.96,26.0,75.08,18.64
26.32,26.0,50.98,0.0
16.36,26.0,63.78,72.38
13.77,26.0,74.27,83.57
27.3,26.0,71.05,1.03
14.47,26.0,53.42,88.65
15.16,26.0,57.16,86.71
16.66,26.0,83.76,62.52
20.47,26.0,62.95,52.25
26.13,26.0,46.78,0.88
24.17,26.0,53.78,13.95
23.33,26.0,58.7,22.58
14.8,26.0,84.98,83.98
17.72,26.0,57.11,65.77
19.65,26.0,46.06,52.12
14.36,26.0,65.52,82.62
16.37,26.0,48.34,70.33
16.93,26.0,55.96,74.34
14.04,26.0,84.7,86.84
20.8,26.0,73.19,47.09
23.28,26.0,47.03,27.12
13.12,26.0,62.95,84.3
19.7,26.0,51.87,47.72
24.52,26.0,49.92,16.92
23.97,26.0,68.48,17.96
25.04,26.0,65.23,8.28
19.17,26.0,74.71,49.4
25.13,26.0,80.69,12.46
15.85,26.0,54.87,79.21
17.77,26.0,81.92,63.24
14.82,26.0,65.72,80.25
19.48,26.0,55.35,53.85
18.27,26.0,78.83,53.99
15.85,26.0,46.42,78.42
24.03,26.0,67.38,9.96
17.02,26.0,73.86,61.85
16.36,26.0,56.2,72.94
14.09,26.0,79.54,92.91
19.02,26.0,54.61,50.18
16.85,26.0,78.59,63.43
17.91,26.0,48.14,65.63
15.78,26.0,51.4,84.83
24.21,26.0,60.24,18.28
26.88,26.0,79.16,0.0
19.97,26.0,50.78,49.1
22.29,26.0,80.02,29.6
25.87,26.0,54.19,2.14
27.98,26.0,63.1,1.14
21.82,26.0,59.11,38.78
26.24,26.0,49.73,0.62
26.54,26.0,82.77,0.43
24.66,26.0,62.53,13.79
19.37,26.0,72.61,51.38
13.3,26.0,68.01,85.75
12.25,26.0,65.07,95.02
19.64,26.0,69.66,54.89
19.91,26.0,80.93,46.99
18.52,26.0,72.97,58.75
21.09,26.0,66.3,37.85
20.83,26.0,70.81,42.25
25.39,26.0,69.26,2.15
13.74,26.0,62.32,90.17
15.6,26.0,69.99,78.18
24.69,26.0,62.74,14.55
25.57,26.0,75.3,1.96
27.92,26.0,83.76,0.7
25.97,26.0,83.39,2.45
26.24,26.0,77.83,0.0
17.03,26.0,69.07,66.94
18.43,26.0,74.97,64.8
16.29,26.0,52.12,71.83
21.7,26.0,64.16,40.5
27.02,26.0,55.29,0.0
17.51,26.0,45.14,70.23
20.91,26.0,83.67,43.2
16.74,26.0,79.55,66.53
14.72,26.0,65.55,78.89
15.12,26.0,55.17,75.38
12.93,26.0,72.72,90.73
27.19,26.0,62.39,1.04
18.45,26.0,77.13,53.98
25.35,26.0,84.98,7.44
22.9,26.0,58.96,22.92
15.07,26.0,54.78,81.86
14.81,26.0,55.7,80.2
24.99,26.0,48.73,10.76
16.24,26.0,60.76,72.49
26.61,26.0,45.7,1.83
14.24,26.0,49.58,86.57
22.84,26.0,55.87,25.44
25.03,26.0,51.39,6.01
15.76,26.0,74.29,79.0
16.42,26.0,49.22,73.46
27.43,26.0,79.64,0.0
16.23,26.0,53.84,73.09
18.88,26.0,49.34,61.25
18.92,26.0,45.4,55.55
16.05,26.0,73.61,78.77
24.41,26.0,55.26,13.02
24.35,26.0,65.38,18.0
18.05,26.0,49.46,67.34
25.36,26.0,84.41,8.54
15.41,26.0,50.02,76.44
12.07,26.0,61.48,96.98
21.14,26.0,79.07,43.64
27.91,26.0,54.8,0.78
12.62,26.0,55.68,100.0
15.33,26.0,77.34,75.93
20.3,26.0,55.93,47.91
24.96,26.0,45.11,6.57
13.42,26.0,62.12,89.68
18.32,26.0,45.5,59.28
23.95,26.0,81.39,19.66
17.94,26.0,70.67,62.13
15.02,26.0,68.32,82.41
15.13,26.0,53.06,80.87
18.56,26.0,73.0,54.23
19.67,26.0,72.09,50.84
25.79,26.0,47.42,0.0
22.28,26.0,80.23,35.23
23.05,26.0,68.18,26.07
27.73,26.0,76.7,0.15
18.59,26.0,55.52,60.95
18.45,26.0,49.88,60.66
26.77,26.0,73.1,0.0
15.93,26.0,76.76,70.06
23.68,26.0,60.44,25.62
24.07,26.0,45.95,19.53
13.56,26.0,77.73,82.23
19.49,26.0,53.24,54.61
15.21,26.0,58.56,79.22
14.97,26.0,70.13,77.78
19.42,26.0,49.0,50.3
16.63,26.0,47.88,77.01
24.74,26.0,46.03,6.55
26.52,26.0,81.67,0.0
24.84,26.0,57.46,12.61
16.26,26.0,71.43,78.06
16.39,26.0,84.57,71.75
16.08,26.0,71.78,70.67
14.16,26.0,66.0,91.9
27.1,26.0,65.84,0.34
18.43,26.0,60.08,60.79
15.6,26.0,68.99,78.79
25.55,26.0,83.35,2.13
18.39,26.0,76.52,60.65
12.56,26.0,61.97,95.37
14.59,26.0,58.3,87.59
22.23,26.0,80.34,25.36
24.53,26.0,50.43,16.36
15.37,26.0,78.98,75.44
26.68,26.0,55.2,0.49
25.62,26.0,73.63,4.47
25.57,26.0,77.25,9.38
15.64,26.0,64.08,79.32
12.81,26.0,52.69,96.96
25.88,26.0,78.79,4.47
16.89,26.0,59.7,72.9
21.9,26.0,57.83,37.35
24.16,26.0,65.4,9.79
14.05,26.0,62.4,84.41
24.49,26.0,72.32,19.66
27.02,26.0,50.49,0.0
23.65,26.0,62.43,25.11
19.06,26.0,80.67,55.82
26.03,26.0,46.44,0.79
20.44,26.0,63.29,38.79
23.92,26.0,71.42,17.56
25.13,26.0,80.51,16.42
23.99,26.0,68.75,16.05
16.61,26.0,77.98,66.61
13.89,26.0,53.91,86.9
15.81,26.0,59.11,81.47
20.05,26.0,82.69,45.79
20.08,26.0,80.44,44.41
21.32,26.0,67.32,44.15
18.32,26.0,64.02,62.16
24.59,26.0,63.04,11.05
26.61,26.0,47.35,1.86
15.95,26.0,80.7,77.15
23.78,26.0,77.73,20.39
22.85,26.0,63.25,22.84
20.37,26.0,56.18,40.68
15.02,26.0,58.72,78.48
24.72,26.0,49.93,9.11
27.37,26.0,73.87,0.69
23.55,26.0,67.27,18.78
26.69,26.0,54.36,1.01
27.75,26.0,69.92,1.23
17.63,26.0,84.17,68.01
22.21,26.0,49.9,32.98
19.58,26.0,63.34,51.11
27.79,26.0,64.77,1.05
13.5,26.0,51.67,92.4
18.6,26.0,66.26,59.43
26.01,26.0,69.24,1.08
16.54,26.0,51.29,74.03
24.6,26.0,51.19,24.16
18.12,26.0,79.25,62.76
27.68,26.0,57.46,0.21
26.14,26.0,70.21,0.0
16.82,26.0,70.07,66.37
24.32,26.0,78.57,17.58
17.39,26.0,74.6,60.07
21.7,26.0,78.62,31.78
22.54,26.0,70.01,31.41
25.27,26.0,62.98,11.61
12.39,26.0,60.74,100.0
15.52,26.0,60.16,81.91
23.39,26.0,61.74,25.44
21.02,26.0,50.17,43.4
19.93,26.0,61.96,47.69
12.88,26.0,60.58,98.29
17.57,26.0,46.38,70.96
25.84,26.0,56.01,2.03
12.49,26.0,75.08,94.63
18.34,26.0,68.12,65.07
27.12,26.0,77.25,0.0
12.81,26.0,66.71,94.98
24.0,26.0,79.16,20.32
16.12,26.0,76.84,72.24
25.87,26.0,48.93,0.0
23.94,26.0,84.08,20.21
26.17,26.0,45.59,0.0
15.45,26.0,68.87,84.43
20.5,26.0,76.7,46.89
24.47,26.0,58.28,13.37
15.93,26.0,68.94,77.52
15.69,26.0,59.48,79.02
12.43,26.0,47.42,100.0
27.34,26.0,45.34,0.33
23.36,26.0,48.79,25.66
